context_length,alpha,beta,adapt,pretrain,chars_processed,time_microsec,bpc
5,49,77,1,1,11000000,2928208,0
5,49,77,1,1,11500000,3058797,0
5,49,77,1,1,12000000,3194227,0
6,49,77,0,1,500000,174299,0
6,49,77,0,1,1000000,348325,0
6,49,77,0,1,1500000,524343,0
6,49,77,0,1,2000000,701324,0
6,49,77,0,1,2500000,880339,0
6,49,77,0,1,3000000,1052247,0
6,49,77,0,1,3500000,1244696,0
6,49,77,0,1,4000000,1418878,0
6,49,77,0,1,4500000,1604679,0
6,49,77,0,1,5000000,1788835,0
6,49,77,0,1,5500000,1976895,0
6,49,77,0,1,6000000,2157953,0
6,49,77,0,1,6500000,2327578,0
6,49,77,0,1,7000000,2507504,0
6,49,77,0,1,7500000,2688583,0
6,49,77,0,1,8000000,2867816,0
6,49,77,0,1,8500000,3039885,0
6,49,77,0,1,9000000,3218780,0
6,49,77,0,1,9500000,3394735,0
6,49,77,0,1,10000000,3578021,0
6,49,77,0,1,10500000,3754472,0
6,49,77,0,1,11000000,3927842,0
6,49,77,0,1,11500000,4103735,0
6,49,77,0,1,12000000,4286469,0
6,49,77,1,1,500000,175991,0
6,49,77,1,1,1000000,351708,0
6,49,77,1,1,1500000,529942,0
6,49,77,1,1,2000000,771087,0
6,49,77,1,1,2500000,997500,0
6,49,77,1,1,3000000,1216121,0
6,49,77,1,1,3500000,1483890,0
6,49,77,1,1,4000000,1703622,0
6,49,77,1,1,4500000,1931783,0
6,49,77,1,1,5000000,2153716,0
6,49,77,1,1,5500000,2393511,0
6,49,77,1,1,6000000,2616666,0
6,49,77,1,1,6500000,2825653,0
6,49,77,1,1,7000000,3048401,0
6,49,77,1,1,7500000,3273815,0
6,49,77,1,1,8000000,3492660,0
6,49,77,1,1,8500000,3698986,0
6,49,77,1,1,9000000,3907400,0
6,49,77,1,1,9500000,4111934,0
6,49,77,1,1,10000000,4320852,0
6,49,77,1,1,10500000,4526082,0
6,49,77,1,1,11000000,4725581,0
6,49,77,1,1,11500000,4943551,0
6,49,77,1,1,12000000,5170459,0
7,49,77,0,1,500000,214412,0
7,49,77,0,1,1000000,432299,0
7,49,77,0,1,1500000,652305,0
7,49,77,0,1,2000000,876712,0
7,49,77,0,1,2500000,1103152,0
7,49,77,0,1,3000000,1321218,0
7,49,77,0,1,3500000,1562050,0
7,49,77,0,1,4000000,1777837,0
7,49,77,0,1,4500000,2008090,0
7,49,77,0,1,5000000,2238481,0
7,49,77,0,1,5500000,2478052,0
7,49,77,0,1,6000000,2709458,0
7,49,77,0,1,6500000,2927167,0
7,49,77,0,1,7000000,3158060,0
7,49,77,0,1,7500000,3390444,0
7,49,77,0,1,8000000,3619994,0
7,49,77,0,1,8500000,3840336,0
7,49,77,0,1,9000000,4069149,0
7,49,77,0,1,9500000,4295108,0
7,49,77,0,1,10000000,4537266,0
7,49,77,0,1,10500000,4759865,0
7,49,77,0,1,11000000,4978700,0
7,49,77,0,1,11500000,5204131,0
7,49,77,0,1,12000000,5436795,0
7,49,77,1,1,500000,215072,0
7,49,77,1,1,1000000,432488,0
7,49,77,1,1,1500000,653507,0
7,49,77,1,1,2000000,878336,0
7,49,77,1,1,2500000,1105052,0
7,49,77,1,1,3000000,1323360,0
7,49,77,1,1,3500000,1564244,0
7,49,77,1,1,4000000,1779918,0
7,49,77,1,1,4500000,2010409,0
7,49,77,1,1,5000000,2241400,0
7,49,77,1,1,5500000,2481236,0
7,49,77,1,1,6000000,2712967,0
7,49,77,1,1,6500000,2930912,0
7,49,77,1,1,7000000,3161888,0
7,49,77,1,1,7500000,3394302,0
7,49,77,1,1,8000000,3624481,0
7,49,77,1,1,8500000,3845398,0
7,49,77,1,1,9000000,4074474,0
7,49,77,1,1,9500000,4299936,0
7,49,77,1,1,10000000,4530162,0
7,49,77,1,1,10500000,4753350,0
7,49,77,1,1,11000000,4972512,0
7,49,77,1,1,11500000,5197941,0
7,49,77,1,1,12000000,5430982,0
8,49,77,0,1,500000,253270,0
8,49,77,0,1,1000000,512565,0
8,49,77,0,1,1500000,775454,0
8,49,77,0,1,2000000,1044935,0
8,49,77,0,1,2500000,1317327,0
8,49,77,0,1,3000000,1580416,0
8,49,77,0,1,3500000,1868452,0
8,49,77,0,1,4000000,2128681,0
8,49,77,0,1,4500000,2406806,0
8,49,77,0,1,5000000,2678588,0
8,49,77,0,1,5500000,2956111,0
8,49,77,0,1,6000000,3229272,0
8,49,77,0,1,6500000,3496820,0
8,49,77,0,1,7000000,3779788,0
8,49,77,0,1,7500000,4064042,0
8,49,77,0,1,8000000,4345933,0
8,49,77,0,1,8500000,4616548,0
8,49,77,0,1,9000000,4896701,0
8,49,77,0,1,9500000,5174432,0
8,49,77,0,1,10000000,5454813,0
8,49,77,0,1,10500000,5726680,0
8,49,77,0,1,11000000,5992886,0
8,49,77,0,1,11500000,6269532,0
8,49,77,0,1,12000000,6555457,0
8,49,77,1,1,500000,253871,0
8,49,77,1,1,1000000,514306,0
8,49,77,1,1,1500000,777827,0
8,49,77,1,1,2000000,1048939,0
8,49,77,1,1,2500000,1322862,0
8,49,77,1,1,3000000,1587322,0
8,49,77,1,1,3500000,1877099,0
8,49,77,1,1,4000000,2139053,0
8,49,77,1,1,4500000,2418886,0
8,49,77,1,1,5000000,2692382,0
8,49,77,1,1,5500000,2971600,0
8,49,77,1,1,6000000,3247153,0
8,49,77,1,1,6500000,3516745,0
8,49,77,1,1,7000000,3801075,0
8,49,77,1,1,7500000,4086881,0
8,49,77,1,1,8000000,4370689,0
8,49,77,1,1,8500000,4643012,0
8,49,77,1,1,9000000,4925755,0
8,49,77,1,1,9500000,5205165,0
8,49,77,1,1,10000000,5486699,0
8,49,77,1,1,10500000,5760251,0
8,49,77,1,1,11000000,6027907,0
8,49,77,1,1,11500000,6306377,0
8,49,77,1,1,12000000,6594048,0
9,49,77,0,1,500000,355050,0
9,49,77,0,1,1000000,669512,0
9,49,77,0,1,1500000,991764,0
9,49,77,0,1,2000000,1325627,0
9,49,77,0,1,2500000,1663640,0
9,49,77,0,1,3000000,1989190,0
9,49,77,0,1,3500000,2321515,0
9,49,77,0,1,4000000,2624467,0
9,49,77,0,1,4500000,2948544,0
9,49,77,0,1,5000000,3265077,0
